Contrato;Empresa;Cód. Obra;Obra;Cód. Fornecedor;Fornecedor*;CPF/CNPJ Fornecedor; Objeto do Contrato;Data do Contrato;Data de Término;Situação do Contrato;Data da alteração de situação;Descrição da alteração de situação;Responsável;Situação de Autorização;Autorizado por;Cód. Tipo do Contrato;Tipo do Contrato;Total Mão de Obra;Total Material;Total;Total Medido;Saldo;Cód. Centro custo previsão;Centro custo previsão;Cód. departamento previsão;Departamento previsão;Observação da previsão;Total em Aberto;Total Sinal;Cód. Centro custo sinal;Centro custo sinal;Cód. Departamento sinal;Departamento sinal;Vencimento do sinal;Observação do sinal;Retém impostos no sinal;Total Fat. Direto;Total Fat. Direto Vinculado;Fat. direto outro(s) contrato(s);Fat. direto considera indice;Fat. direto por desconto
CTF/5104169;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3309;SILVEIRA MARQUES ENGENHARIA LTDA;14.462.070/0001-76;SILVEIRA MARQUES - FATURAMENTO DIRETO - PAVIMENTAÇÃO - PMG;04/07/2024;31/01/2026;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;3;MATERIAIS;;R$ 1.548.051,47;R$ 1.548.051,47;R$ 630.344,69;R$ 917.706,78;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 1.057.900,97;;;;;;;;não;;;não;não;não
CTF/5104168;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3309;SILVEIRA MARQUES ENGENHARIA LTDA;14.462.070/0001-76;SILVERIA MARQUES ENGENHARIA - FASE PMG;04/07/2024;31/01/2026;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 1.548.051,47;;R$ 1.548.051,47;R$ 1.192.508,42;R$ 355.543,05;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 355.543,05;;;;;;;;não;;;não;não;não
CTF/5104167;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3853;A.M. SQUAIELLA LOCACOES;17.864.441/0001-34;SKYTRACK - LOCAÇÃO DE MANIPULADOR TELESCÓPIO;04/07/2024;27/03/2025;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 462.200,00;;R$ 462.200,00;R$ 343.944,50;R$ 118.255,50;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 118.255,50;;;;;;;;não;;;não;não;não
CTF/5104166;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3901;CHS EMPREITEIRA E CONSTRUCOES LTDA;54.726.333/0001-21;MÃO DE OBRA PARA EXECUÇÃO DE ESTRUTURA DE CONCRETO ARMADO;02/07/2024;31/12/2025;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 7.418.485,57;;R$ 7.418.485,57;R$ 5.327.715,69;R$ 2.090.769,88;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 2.090.769,88;;;;;;;;não;;;não;não;não
CTF/5104165;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3599;JNA COMERCIAL IMPORTACAO E EXPORTACAO DE FERRAMENTAS EIRELI;23.431.536/0001-67;MATERIAIS PARA SEGURANÇA DO TRABALHO - TELA TAPFORTE AZUL + FITA ZEBRADA;28/06/2024;30/06/2025;Parcialmente medido;;;RAFAEL SUDA;Aprovada;JULIANA ANTUNES;3;MATERIAIS;;R$ 24.425,00;R$ 24.425,00;R$ 18.844,00;R$ 5.581,00;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 5.581,00;;;;;;;;não;;;não;não;não
CTF/5104164;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3866;2 BUILD CONSTRUCOES E MANUTENCAO LTDA;28.665.929/0001-59;FATURAMENTO DIRETO - 2 BUID COSNTRUÇÕES;26/06/2024;31/12/2025;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;3;MATERIAIS;;R$ 535.706,75;R$ 535.706,75;R$ 487.339,05;R$ 48.367,70;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 50.846,90;;;;;;;;não;;;não;não;não
CTF/5104163;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3866;2 BUILD CONSTRUCOES E MANUTENCAO LTDA;28.665.929/0001-59;MO DE ESTRUTURA;26/06/2024;31/12/2025;Parcialmente medido;;;WILLIAN BEZERRA;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 3.174.797,50;;R$ 3.174.797,50;R$ 2.735.295,05;R$ 439.502,45;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 439.502,45;;;;;;;;não;;;sim;não;não
CTF/5104162;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3868;SOLIDA EMPREITEIRA E CONSTRUCAO CIVIL LTDA;01.994.534/0001-43;MÃO DE OBRA - CIVIL;26/06/2024;31/01/2026;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 3.909.624,06;;R$ 3.909.624,06;R$ 1.089.300,15;R$ 2.820.323,91;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 2.820.323,91;;;;;;;;não;;;não;não;não
CTF/5104161;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3445;TECNNIKA - TECNOLOGIA EM INSTALAÇÕES PREIDIAIS LTDA (BN ENGENHARIA);48.836.637/0001-49;MATERIAIS - CASAS MODELOS;25/06/2024;30/06/2025;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;3;MATERIAIS;;R$ 184.000,00;R$ 184.000,00;R$ 66.876,63;R$ 117.123,37;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 123.068,37;;;;;;;;não;;;não;não;não
CTF/5104160;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3876;COMPANHIA DISTRIBUIDORA DE ALUMINIO S.A.;12.766.216/0001-41;MATERIAL - CAIXILHO DE ALUMINIO - FATURAMENTO DIRETO;24/06/2024;31/01/2026;Concluído;10/07/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;RAFAEL SUDA;Aprovada;Sienge Api;3;MATERIAIS;;R$ 3.507.570,00;R$ 3.507.570,00;R$ 3.507.570,00;;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;;;;;;;;;não;;;não;não;não
CTF/5104159;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3884;ELIANE REVESTIMENTOS CERAMICOS LTDA;86.532.538/0029-63;MATERIAL - REVESTIMENTO CERÂMICO;21/06/2024;31/01/2026;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;3;MATERIAIS;;R$ 1.753.971,86;R$ 1.753.971,86;R$ 360.392,71;R$ 1.393.579,15;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 1.393.579,15;;;;;;;;não;;;sim;não;não
CTF/5104158;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3857;EDSON BUENO DE MIRANDA;08.500.896/0001-80;FORNECIMENTO E PLANTIO DE GRAMA PARA TALUDES;19/06/2024;31/01/2026;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 234.654,82;;R$ 234.654,82;R$ 170.460,00;R$ 64.194,82;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 69.194,82;;;;;;;;não;;;não;não;não
CTF/5104157;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3867;WW - DESIGN E COMERCIO LTDA;09.341.602/0001-87;FABRICAÇÃO DE MOCKUPS MODELO;17/06/2024;31/07/2024;Parcialmente medido;;;WILLIAN BEZERRA;Aprovada;Sienge Api;3;MATERIAIS;;R$ 8.600,00;R$ 8.600,00;R$ 8.520,64;R$ 79,36;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 79,36;;;;;;;;não;;;não;não;não
CTF/5104156;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3585;VIBRE LOCADORA DE EQUIPAMENTOS EIRELI;33.038.101/0001-00;LOCAÇÃO DE GERADOR (EMERGENCIAL);17/06/2024;31/12/2024;Parcialmente medido;;;RAFAEL SUDA;Aguardando autorização;WILLIAN BEZERRA;3;MATERIAIS;;R$ 35.000,00;R$ 35.000,00;R$ 25.209,36;R$ 9.790,64;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 9.790,64;;;;;;;;não;;;não;não;não
CTF/5104154;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3842;ZEUS DO BRASIL LTDA;82.699.588/0001-88;COMPRA DE EXTINTORES - ABC;11/06/2024;31/07/2024;Concluído;03/07/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;RAFAEL SUDA;Aprovada;Sienge Api;3;MATERIAIS;;R$ 4.812,00;R$ 4.812,00;R$ 4.812,00;;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;;;;;;;;;não;;;sim;não;não
CTF/5104153;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3646;COLTRANS SUSTENTABILIDADE AMBIENTAL LTDA;15.094.367/0001-99;SERVIÇO DE COLETA E DESTINAÇÃO DE RESIDUOS DA OBRA - LOCAÇÃO CAÇAMBA ESTACIONARIA;10/06/2024;30/06/2025;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 384.924,32;;R$ 384.924,32;R$ 229.803,00;R$ 155.121,32;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 155.121,32;;;;;;;;não;;;não;não;não
CTF/5104152;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3804;ARTUR LUIS FERREIRA CALISTO;42.120.151/0001-23;"ALX CONSTRUTORA LTDA

MÃO DE OBRA PARA FUNDAÇÃO RASA E ESTRUTURA DE CONCRETO ARMADO";06/06/2024;30/03/2026;Concluído;10/03/2025;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;RAFAEL SUDA;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 308.759,70;;R$ 308.759,70;R$ 308.759,70;;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;;;;;;;;;não;;;não;não;não
CTF/5104151;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3772;LADRILHOS ARTESANAIS EIRELI;10.142.667/0001-82;LADRILHO FACHADA PARA TIPOLOGIA C;31/05/2024;30/01/2025;Parcialmente medido;;;RAFAEL SUDA;Aguardando autorização;WILLIAN BEZERRA;3;MATERIAIS;;R$ 256.633,80;R$ 256.633,80;R$ 66.579,10;R$ 190.054,70;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 190.054,70;;;;;;;;não;;;não;não;não
CTF/5104150;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;2727;RODRIGO CARON GARCIA 32273832842;23.476.159/0001-82;AGREGADO - AREIA MÉDIA;29/05/2024;30/01/2026;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;3;MATERIAIS;;R$ 83.794,55;R$ 83.794,55;R$ 82.059,10;R$ 1.735,45;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 1.735,45;;;;;;;;não;;;não;não;não
CTF/5104149;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3505;ZR SOLO GRAMPEADO LTDA;33.115.762/0001-92;"Mão de obra para execução de contenção do
muro e solo grampeado.";23/05/2024;31/05/2025;Concluído;04/06/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;RAFAEL SUDA;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 43.224,75;;R$ 43.224,75;R$ 43.224,75;;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;;;;;;;;;não;;;não;não;não
CTF/5104148;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3674;PBK TERRAPLENAGEM E LOCACAO LTDA;39.230.998/0001-56;ADITIVO - MINI ESCAVADEIRA APOIO ESTACA HELICE;23/05/2024;31/05/2025;Concluído;04/09/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;RAFAEL SUDA;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;;R$ 174.693,65;R$ 174.693,65;R$ 174.693,65;;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;;;;;;;;;não;;;sim;não;não
CTF/5104147;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3670;LOCAP ANDAIMES LTDA;13.515.503/0001-41;ADITIVO DE CONTRATO - Locação de Andaimes Muros 1 e 10 - PMG;23/05/2024;31/05/2025;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;3;MATERIAIS;;R$ 28.150,00;R$ 28.150,00;R$ 18.951,95;R$ 9.198,05;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 9.198,05;;;;;;;;não;;;não;não;não
CTF/5104146;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3779;METROFORM SYSTEM TECNOLOGIA EM EQUIPAMENTOS PARA CONSTRUCAO LTDA;06.971.649/0001-36;PROTEÇÃO PERIFERICAS;22/05/2024;31/05/2025;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;3;MATERIAIS;;R$ 99.999,40;R$ 99.999,40;R$ 41.428,75;R$ 58.570,65;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 58.570,65;;;;;;;;não;;;não;não;não
CTF/5104145;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3831;JOFEGE MIX ARGAMASSA LTDA.;17.673.123/0001-96;INSUMO PARA ALVENARIA - ARGAMASSA;17/05/2024;31/12/2025;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;3;MATERIAIS;;R$ 2.382.403,18;R$ 2.382.403,18;R$ 596.120,50;R$ 1.786.282,68;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 1.853.734,68;;;;;;;;não;;;não;não;não
CTF/5104144;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3336;CRISTIANE SECANECHIA BAIOCHI CIPRIANO;17.872.270/0001-95;KIT MITIGAÇÃO;14/05/2024;31/12/2024;Parcialmente medido;;;RAFAEL SUDA;Aguardando autorização;WILLIAN BEZERRA;3;MATERIAIS;;R$ 4.800,00;R$ 4.800,00;R$ 4.792,99;R$ 7,01;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 7,01;;;;;;;;não;;;não;não;não
CTF/5104143;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3826;54.131.582 LUIZ BEZERRA DA ROCHA;54.131.582/0001-74;LONA PLASTICA;14/05/2024;31/12/2024;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;3;MATERIAIS;;R$ 19.890,00;R$ 19.890,00;R$ 10.800,00;R$ 9.090,00;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 9.090,00;;;;;;;;não;;;não;não;não
CTF/5104142;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3715;ALIANCA  FUNDACOES EIRELI;38.180.189/0001-14;TUBULÃO ENCAMISADO;14/05/2024;31/12/2024;Concluído;08/10/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;RAFAEL SUDA;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 483.000,00;R$ 30.000,00;R$ 513.000,00;R$ 512.999,99;;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;;;;;;;;;não;;;não;não;não
CTF/5104141;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3821;MASSON E GARCIA ENGENHARIA LTDA;30.388.104/0001-86;ELABORAÇÃO DE PROJETO ESTACAS ESCAVADA;13/05/2024;31/12/2024;Concluído;01/06/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;RAFAEL SUDA;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 35.000,00;;R$ 35.000,00;R$ 35.000,00;;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;;;;;;;;;não;;;não;não;não
CTF/5104140;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;251;ARCOVAN SOLUCOES EM CONCRETO LTDA;07.586.413/0001-49;MATERIAL - ANEIS DE CONCRETO PARA TUBULÃO;13/05/2024;31/12/2024;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;3;MATERIAIS;;R$ 37.905,00;R$ 37.905,00;R$ 25.410,00;R$ 12.495,00;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 12.495,00;;;;;;;;não;;;sim;não;não
CTF/5104139;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3661;VISION ESTRUTURA E MAO DE OBRA LTDA;52.683.438/0001-15;FATURAMENTO DIRETO - VISION ESTRUTURA DE MÃO DE OBRA PARA COMPRA DE MATERIAIS;08/05/2024;30/11/2024;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;3;MATERIAIS;;R$ 555.984,00;R$ 555.984,00;R$ 212.271,04;R$ 343.712,96;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 343.712,96;;;;;;;;não;;;não;não;não
CTF/5104138;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3805;CERAMICA GRESCA G3 LTDA;12.989.740/0001-81;INSUMOS PARA ALVENARIA - BLOCOS CERÂMICOS;03/05/2024;31/10/2025;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;3;MATERIAIS;;R$ 1.511.850,24;R$ 1.511.850,24;R$ 693.654,21;R$ 818.196,03;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 838.606,54;;;;;;;;não;;;não;não;não
CTF/5104137;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3803;IPE TELHAS E MATERIAIS PARA CONSTRUCAO LTDA;11.519.189/0001-40;INSUMO PARA ALVENARIA - ARGAMASSA;30/04/2024;31/05/2025;Concluído;13/05/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;RAFAEL SUDA;Aprovada;Sienge Api;3;MATERIAIS;;R$ 9.620,00;R$ 9.620,00;R$ 9.620,00;;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;;;;;;;;;não;;;não;não;não
CTF/5104136;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3784;NR SERVICOS TOPOGRAFICOS LTDA;64.162.191/0001-70;SERVIÇOS TOPOGRAFICOS - PMG;30/04/2024;31/03/2025;Parcialmente medido;;;RAFAEL SUDA;Aguardando autorização;WILLIAN BEZERRA;2;MÃO DE OBRA;R$ 368.043,80;;R$ 368.043,80;R$ 262.413,67;R$ 105.630,13;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 105.630,13;;;;;;;;não;;;não;não;não
CTF/5104135;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;2446;UDIACO DISTRIBUIDORA DE FERRO E ACO LTDA;71.810.105/0001-54;"PREGOS PARA CONFECÇÃO E FECHAMENTO DE FORMAS:
   
BITOLA - 17X21     BITOLA - 18X27     BITOLA - 19X19";27/04/2024;30/04/2025;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;3;MATERIAIS;;R$ 77.603,92;R$ 77.603,92;R$ 74.527,46;R$ 3.076,46;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 3.076,46;;;;;;;;não;;;não;não;não
CTF/5104134;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3775;NEIVA LOCACAO DE GUINDASTES LTDA;05.705.740/0001-47;LOCAÇÃO DE GUINDASTE E CAMINHÃO MUNCK;25/04/2024;31/01/2026;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;;R$ 704.008,00;R$ 704.008,00;R$ 704.008,00;;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;;;;;;;;;não;;;não;não;não
CTF/5104133;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3433;HN MADEIRAS E COMPENSADOS;49.769.574/0001-18;MATERIAL PARA CONFECÇÃO DE FORMA - MADEIRA PARA FORMA ESTRUTURA;24/04/2024;30/09/2024;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;3;MATERIAIS;;R$ 122.000,00;R$ 122.000,00;R$ 118.025,00;R$ 3.975,00;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 3.975,00;;;;;;;;não;;;sim;não;não
CTF/5104132;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3780;ANCORA CHUMBADORES LTDA;67.647.412/0001-99;PINO DE AÇO PARA GASTALHO;18/04/2024;30/04/2025;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;3;MATERIAIS;;R$ 20.323,20;R$ 20.323,20;R$ 6.522,91;R$ 13.800,29;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 13.800,29;;;;;;;;não;;;não;não;não
CTF/5104131;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3778;BARBOSA E DRUMOND APOIO ADMINISTRATIVO LTDA;20.203.822/0001-87;PLANEJAMENTO FISICO DA OBRA;18/04/2024;30/04/2025;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 264.999,00;;R$ 264.999,00;R$ 166.428,00;R$ 98.571,00;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 98.571,00;;;;;;;;não;;;não;não;não
CTF/5104130;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3599;JNA COMERCIAL IMPORTACAO E EXPORTACAO DE FERRAMENTAS EIRELI;23.431.536/0001-67;MATERIAL - PINO DE AÇO PARA GASTALHO;05/04/2024;31/05/2024;Concluído;29/04/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;RAFAEL SUDA;Aprovada;Sienge Api;3;MATERIAIS;;R$ 650,00;R$ 650,00;R$ 650,00;;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;;;;;;;;;não;;;não;não;não
CTF/5104129;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3429;TRANSPORTE DE AGUA POTAVEL ER TOLEDO LTDA;04.490.051/0001-08;CAMINHÃO PIPA PARA ABASTECIMENTO DO CANTEIRO - PMG;04/04/2024;31/12/2026;Parcialmente medido;;;RAFAEL SUDA;Aguardando autorização;WILLIAN BEZERRA;3;MATERIAIS;;R$ 291.580,00;R$ 291.580,00;R$ 167.999,89;R$ 123.580,11;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 128.790,56;;;;;;;;não;;;não;não;não
CTF/5104128;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3386;DOSSANT INFORMATICA LTDA;01.502.484/0001-30;MENSALIDADE LOCAÇÃO - VNP/WEB/ROTEADOR - FASE PMG;04/04/2024;30/11/2026;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;3;MATERIAIS;;R$ 31.200,00;R$ 31.200,00;R$ 3.179,48;R$ 28.020,52;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 28.020,52;;;;;;;;não;;;sim;não;não
CTF/5104126;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3759;DIMIBU INDUSTRIA DE ARTEFATOS DE PAPEL E PAPELAO LTDA;60.810.611/0001-27;Forma redonda de Papelão;26/03/2024;14/03/2025;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;3;MATERIAIS;;R$ 52.939,05;R$ 52.939,05;R$ 50.320,02;R$ 2.619,03;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 2.619,03;;;;;;;;não;;;não;não;não
CTF/5104125;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3693;HELICEBRAS SERVICE FUNDACOES EIRELI;26.346.963/0001-35;BOMBA DE CONCRETO PARA ESTACA HÉLICE;25/03/2024;04/05/2024;Concluído;23/07/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;RAFAEL SUDA;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 104.265,00;;R$ 104.265,00;R$ 104.265,00;;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;;;;;;;;;não;;;não;não;não
CTF/5104124;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;2218;SANICLEAN LOCACAO DE EQUIPAMENTOS LTDA;08.959.076/0001-50;WC Químico;22/03/2024;31/03/2026;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;3;MATERIAIS;;R$ 332.000,00;R$ 332.000,00;R$ 209.710,00;R$ 122.290,00;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 138.470,00;;;;;;;;não;;;não;não;não
CTF/5104123;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3748;OTTO BAUMGART INDUSTRIA E COMERCIO S A;60.642.774/0012-09;Desmol e Neutrol;20/03/2024;04/03/2025;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;3;MATERIAIS;;R$ 12.692,11;R$ 12.692,11;R$ 12.672,99;R$ 19,12;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 19,12;;;;;;;;não;;;não;não;não
CTF/5104122;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3715;ALIANCA  FUNDACOES EIRELI;38.180.189/0001-14;Arrasamento de Estaca Hélice;20/03/2024;31/03/2026;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 86.450,00;R$ 160.550,00;R$ 247.000,00;R$ 232.021,21;R$ 14.978,79;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 14.978,79;;;;;;;;não;;;sim;não;não
